Themes/Phrases,strength
dilution water,1.0
small volume,1.0
holding water,1.0
dilution water,1.0
test site,1.0
test organisms,1.0
test organisms,1.0
dilution water,1.0
excessive mortality,1.0
dilution water,1.0
obvious signs,1.0
diseased condition,1.0
test organisms,1.0
excessive mortality,1.0
receiving water,1.0
entire group,1.0
dilution water,1.0
receiving water,1.0
acclimation process,1.0
test organisms,1.0
alternative source,1.0
dilution water,1.0
static tests,1.0
marine organisms,1.0
ocean salts,1.0
standard salinity,1.0
hypersaline brine,1.0
Saline dilution water,1.5
test organisms,1.0
suitable surface,1.0
coastal saline waters,1.5
synthetic saline water,1.5
test organisms,1.0
flow-through tests,1.0
effluent concentration,1.0
effluent concentrations,1.0
candidate test species,1.5
acclimate groups,1.0
test organisms,1.0
different salinities,1.0
dilution water,1.0
dry ocean salts,1.5
dry ocean salts,1.5
dry salts,1.0
large volumes,1.0
toxicity tests,1.0
flow-through tests,1.0
receiving water,1.0
test organisms,1.0
test site,1.0
test dilutions,1.0
toxicity test,1.0
test organisms,1.0
including controls,1.0
following bill,1.0
air pollution,1.0
test organisms,1.0
appropriate manner,1.0
regulatory classification,1.0
Short title,1.0
recordkeeping requirements,1.0
Reduction Programs,1.0
Allowance system,1.0
compliance plans,1.0
trade programs,1.0
Excess emissions penalty,1.5
general compliance,1.0
additional units,1.0
total sulfur,1.0
sulfur dioxide requirements,1.5
emission rates,1.0
sulfur dioxide emission control technology,2.5
Industrial sulfur dioxide emissions,2.0
nitrogen oxides,1.0
mercury emissions,1.0
Allowance allocations,1.0
additional sources,1.0
Applicable Implementation Plan,1.5
Nitrogen Oxides Allowance,1.5
availability retrofit control technology requirements,2.5
Clean coal technology,1.5
regulatory incentives,1.0
Major source preconstruction review,2.0
sulfur dioxide requirements,1.5
Sulfur Dioxide Allowance,1.5
sulfur dioxide allowances,1.5
2008 Nitrogen Oxides Allowances,2.0
Nitrogen Oxides,1.0
total emissions,1.0
environmental monitoring,1.0
total emissions,1.0
affected units,1.0
emission standards,1.0
reduction requirements,1.0
acid deposition,1.0
specified part,1.0
affected facility,1.0
affected source,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
affected unit,1.0
emissionreduction requirements,1.0
annual heat input,1.5
design heat input capacity,2.0
sulfur dioxide,1.0
baseline heat,1.0
heat input,1.0
annual heat input,2.1666667
baseline heat input,1.5
coal-fired units,1.0
cycle combustion,1.0
simple cycle combustion,1.5
heat input,1.0
heat input,1.0
heat input,1.0
unit wasnot,1.0
heat input,1.0
fuel purchaseor use records,2.0
report heat input,1.5
fuel heat content data,2.0
fuel use,1.0
notice andopportunity,1.0
solid fuel,1.0
clearing price,1.0
coal-derived fuel,1.0
chemical processing,1.0
gaseous state,1.0
coal-derived fuel,1.0
combusting coal,1.0
sequential use,1.0
thermal energy,1.0
cogeneration unit,1.0
orcooling purposes,1.0
combustion turbine,1.0
combustion turbine exhaust,1.5
cycle plant,1.0
simple cycle combustion turbine,2.0
regenerative combustion turbine,1.5
commence operation,1.0
compliance plan,1.0
applicable requirements,1.0
heat recovery device,1.5
duct burner,1.0
combustion turbine,1.0
cycle combustion turbine,1.5
integrated gasification,1.0
thermal units,1.0
continuous basis,1.0
combustion turbine,1.0
duct burner,1.0
combustion device,1.0
moreadjacent properties,1.0
continuous emission monitoring system,2.0
bythe owner,1.0
compliance plans,1.0
common control,1.0
fossil fuel,1.0
orgaseous fuel,1.0
combusting fossil fuel,1.5
including diesel fuel,1.5
fuel oil,1.0
petroleum-based fuel,1.0
fuel oil,1.0
total heat input,1.5
fuel oil,1.0
generating unit pursuant,1.5
carbon monoxide,1.0
specific period,1.0
heat input,1.0
fossil fuels,1.0
combination ofequipment,1.0
coal-derived fuel,1.0
gross calorific value,1.5
flue gases,1.0
combustion air,1.0
fuel feed rate,1.5
integrated gasification,1.0
cycle plant,1.0
combusting fuel oil,1.5
cycle combustion turbine,1.5
total heat input,1.5
local air pollutioncontrol agency,2.0
permitting authority,1.0
permitting program,1.0
adjacent properties,1.0
common control,1.0
electrical output,1.0
Mariana Islands,1.0
48 contiguous States,1.5
fuel-fired combustion,1.0
combustion turbine,1.0
gasification combinedcycle plant,1.5
ALLOWANCE SYSTEM,1.0
emission limitation,1.0
utility unit,1.0
meaning set,1.0
affected unit,1.0
tonnage emission,1.0
sulfur dioxide allowances,1.5
nitrogen oxides allowances,1.5
mercury allowances,1.0
underthis title,1.0
sulfur dioxide,1.0
affected facilities,1.0
Allowance Transfer,1.0
allowance system regulations,1.5
nitrogen oxides allowances,1.5
mercury allowances,1.0
allowance system,1.0
twenty-four months,1.0
unused allowances,1.0
subsequent years,1.0
unused allowances,1.0
tracking allowances,1.0
facility-wide accounts,1.0
sulfur dioxide allowances,1.5
affected facility,1.0
nitrogen oxides allowances,1.5
mercury allowances,1.0
allowance allocations,1.0
permit review,1.0
responsible official,1.0
necessary procedures,1.0
holding sulfur dioxide allowances,2.0
nitrogen oxides allowances,1.5
promulgate regulations,1.0
competitive functioning,1.0
allowance system,1.0
affected units,1.0
mercury allowances,1.0
twenty-four months,1.0
permit requirements,1.0
sulfur dioxide allowance,1.5
limited authorization,1.0
sulfur dioxide,1.0
nitrogen oxides allowance,1.5
mercury allowance,1.0
property right,1.0
nitrogen oxides,1.0
electric utility rates,1.5
affected unit,1.0
prudency review,1.0
State law,1.0
affected units,1.0
sulfur dioxide,1.0
implementation plans,1.0
affected unit,1.0
competitive bidding,1.0
power supply,1.0
mercury allowances,1.0
specified year,1.0
thirty-six months,1.0
sulfur dioxide allowances,1.5
nitrogen oxides allowances,1.5
mercury allowance,1.0
sulfur dioxide allowance,1.5
nitrogen oxides allowances,1.5
mercury allowances,1.0
nitrogen oxidesallowance,1.0
sulfur dioxide,1.0
specified year,1.0
subsequent year,1.0
relevant auction,1.0
direct sales,1.0
form ofrecompense,1.0
sulfur dioxide allowances,1.5
nitrogen oxides allowances,1.5
consecutive years,1.0
Competitive Bidding,1.0
affected facilities,1.0
mercury allowances,1.0
relevant allowance trading program,2.0
allowance system regulations,1.5
competitive bidding,1.0
power supply,1.0
anticompetitive acts,1.0
Antitrust Laws,1.0
antitrust laws,1.0
unfair methods,1.0
provision oflaw,1.0
antitrust laws,1.0
Interpollutant Trading,1.0
nitrogen oxides allowances,1.5
mercury allowances,1.0
facilities subject,1.0
annual emissions,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
trading sulfur dioxide allowances,2.0
nitrogen oxides,1.0
sulfur dioxide allowances,1.5
international trading,1.0
COMPLIANCE PLANS,1.0
economic consequences,1.0
Permit Program,1.0
applicable emissions rates,1.5
affected unit,1.0
initial permit application,1.5
sulfur dioxide allowances,1.5
alternative method,1.0
emissions limitation requirements,1.5
compliance plan,1.0
regarding compliance,1.0
emissions limitation,1.0
approved compliance planning requirements,2.0
affected facility,1.0
approved compliance,1.0
emissions limitation requirements,1.5
comprehensive description,1.0
compliance planning requirements,1.5
nitrogen oxide allowances,1.5
dioxide allowances,1.0
automatically allapplicable,1.0
alternative methods,1.0
emissions limitation requirements,1.5
sulfur dioxide emissions,1.5
nitrogen oxide emissions,1.5
permit applications,1.0
compliance plans,1.0
affected unit subject,1.5
permitting authority,1.0
mercury emissions,1.0
compliance plan,1.0
permit application,1.0
compliance plan,1.0
compliance plan,1.0
facility subject,1.0
permit application,1.0
compliance plan,1.0
permit applications,1.0
applicable requirements,1.0
permitting authority,1.0
compliance plans,1.0
compliance plan,1.0
electric power,1.0
applicable enforcement,1.0
permit program,1.0
compliance plan,1.0
including amendments thereto,1.5
facilities subject,1.0
affected unit subject,1.5
affected unit,1.0
involving allowances,1.0
facility subject,1.0
requiring termination,1.0
volumetric flow,1.0
nitrogen oxides,1.0
orderly functioning,1.0
allowance system,1.0
emissions reductions,1.0
reliable compliance determinations,1.5
sufficient information,1.0
facility subject,1.0
affected units,1.0
providing information,1.0
monitoring system,1.0
alternative monitoring system,1.5
alternative compliance methods,1.5
single stack,1.0
volumetric flow,1.0
sulfur dioxide,1.0
affected unit,1.0
affected units,1.0
nitrogen oxides,1.0
affected units,1.0
providing information,1.0
monitoring system,1.0
mercury content,1.0
alternative monitoring system,1.5
single stack,1.0
vendor guarantees,1.0
commercially available,1.0
orderly functioning,1.0
allowance system,1.0
sufficient information,1.0
individual unit,1.0
determining mercury emissions,1.5
alternativecompliance methods,1.0
aseparate CEMS,1.0
single stack,1.0
unit wheretwo,1.0
alternative monitoring,1.0
emissions reductions,1.0
compliance determinations,1.0
sulfur dioxide,1.0
affected unit,1.0
commercial operation,1.0
volumetric flow,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
alternative monitoring,1.0
entire period,1.0
excess emissions fees,1.5
affected unit,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
volumetric flow,1.0
shallimplement subsections,1.0
issuing regulations,1.0
EXCESS EMISSIONS,1.0
unit subject,1.0
excess emissions penalty,1.5
nitrogen oxides,1.0
emissions limitation requirement,1.5
sulfur dioxide,1.0
emitssulfur dioxide,1.0
facility subject,1.0
excess emissions penalty,1.5
Excess Emissions Penalty,1.5
recent auction,1.0
emissions limitation requirement,1.5
unit subject,1.0
excess emissions,1.0
excess emissions,1.0
clearing priceof sulfur dioxide allowances,2.5
sulfur dioxide allowances,1.5
clearing price,1.0
ofthe product,1.0
recent auction,1.0
dioxide allowances,1.0
sulfur dioxide allowances,1.5
excess emissions penalty,1.5
nitrogen oxides,1.0
472emit sulfur dioxide,1.5
emissions penalty,1.0
sulfur dioxide allowances,1.5
nitrogen oxides allowances,1.5
mercury emissions,1.0
clearing price,1.0
ofthe product,1.0
mercury allowances,1.0
sulfur dioxide allowances,1.5
nitrogen oxides allowances,1.5
excess emissions,1.0
mercury allowances,1.0
nitrogen oxides allowance,1.5
mercury allowances,1.0
excess emissions,1.0
sulfur dioxide allowances,1.5
clearing price,1.0
nitrogen oxides,1.0
mercury emissions,1.0
recent auction,1.0
twenty-four months,1.0
Excess Emissions,1.0
sulfur dioxide,1.0
unit subject,1.0
requirements ofsection,1.0
sulfur dioxide allowances,1.5
sulfur dioxide,1.0
following calendar year,1.5
tonnage amount,1.0
succeeding years,1.0
excess emissions,1.0
deduct sulfur dioxide allowances,2.0
excess tonnage,1.0
excess emissions,1.0
sulfur dioxide allowances,1.5
excess emissions,1.0
equal amount,1.0
sulfur dioxide allowances,1.5
excess emissions,1.0
excess emissions,1.0
472emit sulfur dioxide,1.5
nitrogen oxides,1.0
excess emissions,1.0
excess emissions,1.0
Savings Provision,1.0
equal amount,1.0
sulfur dioxide allowances,1.5
nitrogen oxides allowances,1.5
nitrogen oxide allowances,1.5
mercury allowances,1.0
excess emissions,1.0
succeeding years,1.0
sulfur dioxide,1.0
Penalty Adjustment,1.0
facility subject,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
excess emissions,1.0
political subdivision,1.0
applicable requirements,1.0
promulgated pursuant,1.0
affected unit,2.0
person subject,1.0
separate violation,1.0
ADDITIONAL UNITS,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
operator elects,1.0
emits mercury,1.0
affected unit,1.0
affected unit,1.0
single stack,1.0
separate monitoring,1.0
mercury emission rates,1.5
requirements ofsubsection,1.0
operating hours,1.0
Emission Limitations,1.0
owner oroperator,1.0
sulfur dioxide allowancesunder paragraph,2.0
heat input,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
minimum requirements,1.0
affected unit,1.0
heat input,1.0
emission rates,1.0
affected unit,1.0
determiningthe allocations,1.0
nitrogen oxides,1.0
Auction Amounts,1.0
mercury allowances,1.0
affected unit,1.0
mercury allowances,1.0
nitrogen oxides allowances,1.5
dioxide allowances,1.0
following amounts,1.0
forthe year,1.0
heat input,1.0
baseline heat input,1.5
baseline sulfur dioxide emission rate,2.5
sulfur dioxide emission rate,2.0
nitrogen oxides,1.0
stringent State,1.0
federal emission,1.0
baseline heat input,1.5
nitrogen oxides emission rate,2.0
ormercury emission rate,1.5
mercuryemission rate,1.0
emission rate,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
allocating allowances,1.0
twenty-first year,1.0
affected EGU,1.0
thefirst year,1.0
twentieth year,1.0
corresponding increases,1.0
clean coal,1.0
significant reductions,1.0
existing facility,1.0
industrial products,1.0
process steam,1.0
air emissions,1.0
sulfur dioxide,1.0
using funds,1.0
clean coal technology,1.5
similar projects,1.0
Federal contribution,1.0
qualifying project,1.0
clean coal technology demonstration project,2.5
combustion stage,1.0
total cost,1.0
operational changes,1.0
sole purpose,1.0
existing facilitiesfor,1.0
clean coal technology demonstration,2.0
total amount,1.0
commercial demonstration,1.0
cleancoal technology demonstration,1.5
Temporary projects,1.0
ambient air quality standards,2.0
demonstration projects,1.0
permitting requirements,1.0
qualifying project,1.0
promulgate regulations,1.0
clean coal technology,1.5
Permanent projects,1.0
demonstration project,1.0
interpretive rulings,1.0
coal-fired utility unit,1.5
commercial operations,1.0
two-year period,1.0
discontinued operation,1.0
removal efficiency,1.0
continuous system,1.0
approval revisions,1.0
implementation plan,1.0
method ofoperation,1.0
permitting authority,1.0
emissions inventory,1.0
sulfur dioxide,1.0
date set,1.0
