Themes/Phrases,strength
demand function Expenditure elasticity,2.0
crossprice elasticities,1.0
total expenditure,1.0
percentage change,1.0
personal computer,1.0
population demand function,1.5
household sector,1.0
total expenditure,1.0
aggregate household demand,1.5
weighted sum,1.0
level-demand functions,1.0
sample household,1.0
postal delivery,1.0
Increasing degree,1.0
personal computer,1.0
personal computing technology,1.5
telephone services,1.0
postal delivery,1.0
Aggregate Demand Function,1.5
compute own-price,1.0
cross-price elasticities,1.0
percent change,1.0
total expenditure,1.0
postal delivery,1.0
aggregate demand,1.0
household demand,1.0
household sector,1.0
percent change,1.0
Substantial increase,1.0
absolute value,1.0
own-price elasticity,1.0
own-price increase,1.0
absolute value,1.0
Aggregate Revenue Losses,1.5
absolute value revenues increase,2.0
annual household postage expenditures,2.0
aggregate elasticity,1.0
1995 price increase,1.5
17 percent increase,1.5
household-level demand,1.0
17 percent increase,1.5
computer ownership,1.0
First-Class letter,1.0
aggregate expenditures,1.0
computer ownership,1.0
own-price elasticity,1.0
plausible increase,1.0
computer ownership,1.0
aggregate household revenues,1.5
purchase probability,1.0
annual revenues,1.0
household sales,1.0
personal computer,1.0
single year,1.0
aggregate demand,1.0
percent reduction,1.0
postal price change,1.5
econometric estimation procedure,1.5
revenue share,1.0
telephone consumption,1.0
preliminary numbers,1.0
demand functions,1.0
absolute value,1.0
own-price elasticity,1.0
econometric theory,1.0
underlying analysis,1.0
household-level demand,1.0
10 percent price increase,2.0
exact magnitudes,1.0
Increasing substitutability,1.0
postage consumption,1.0
technical paper,1.0
information telecommunications capital equipment,2.0
on-line service member,1.5
electronic bill,1.0
sampling error,1.0
estimation error,1.0
Increasing substitutability,1.0
computer use,1.0
electronic substitution-USPS,1.0
