Themes/Phrases,strength
basic concepts,1.0
payment systems,1.0
general purchases,1.0
payment process,1.0
ordering function,1.0
actual payment,1.0
Fiscal Guidance,1.0
following steps,1.0
Traditional Payment Process,1.5
payment approval,1.0
actual payment,1.0
purchase authorization portion,1.5
acceptance portion,1.0
taking possession,1.0
government employee,1.0
purchase order,1.0
multistep process,1.0
administrative approvals,1.0
verifying quantity,1.0
payment approval,1.0
authorization portions,1.0
Payment authorization,1.0
payment authorization,1.0
administrative approval,1.0
certain circumstances,1.0
responsible official,1.0
administrative approvals,1.0
called payment certification,1.5
legally liable,1.0
administrative approvals,1.0
certifying officers,1.0
various aspects,1.0
approval function,1.0
Administrative approvals,1.0
payment authorization,2.0
certain documents,1.0
approving contracts,1.0
agency policies,1.0
approving travel vouchers,1.5
payment scheduling,1.0
disbursing officers2,1.0
certifying officers,1.0
several steps,1.0
payment authorization,1.0
certifying officer,1.0
statutory requirements,1.0
approving employee,1.0
administrative approvals,1.0
administrative approvals,1.0
certifying officers,1.0
examination procedures,1.0
administrative approval,1.0
payment process,1.0
administrative approval,1.0
critical documents-the,1.0
comparing information,1.0
receiving report,1.0
ordering document,1.0
effective comparison,1.0
sufficient detail,1.0
specific identification,1.0
detailed descriptions,1.0
administrative approvals,1.0
payment information,1.0
accurate amount,1.0
purchase orders,1.0
hard copy documents,1.5
obligation document,1.0
invoice amount,1.0
supporting documents,1.0
disbursing officer,1.0
disbursing officer,1.0
civil agencies,1.0
supporting documents,1.0
travel orders,1.0
specific form,1.0
civil agencies,1.0
disbursing officer,1.0
receiving report,1.0
statistical sampling,1.0
payment process,1.0
payment timing requirements,1.5
Prompt Payment,1.0
easy access,1.0
management review,1.0
Traditional Payment Process,1.5
next section,1.0
random selection,1.0
sampling procedures,1.0
certain circumstances,1.0
certifying officers,1.0
disbursing officers,1.0
fast pay,1.0
widespread use,1.0
100percent examination,1.0
internal control,1.0
internal control,1.0
payment requirements,1.0
payment process,1.0
invoice processing,1.0
Prompt Payment,1.0
disbursing officer,1.0
Statistical sampling,1.0
traditional payment approval process,2.0
Statistical sampling,1.0
implementing sampling procedures,1.5
sampling plan,1.0
known universe,1.0
certain dollar,1.0
going undetected,1.0
administrative savings,1.0
prepayment examination,1.0
sampling procedures,1.0
statistical sampling procedures,1.5
undetected errors,1.0
projected losses,1.0
statistical sampling,1.0
fast pay,1.0
fast pay procedures,1.5
vendor invoices,1.0
invoice examination,1.0
administrative cost,1.0
Prompt Payment,1.0
following conditions,1.0
geographical separation,1.0
fast pay,1.0
fast pay,2.0
fast pay procedures,1.5
entail payment authorization,1.5
Effective control,1.0
payment authorization,1.0
payment authorization,1.0
currently subject,1.0
communication facilities,1.0
fast pay procedures,1.5
internal control,1.0
payment process,1.0
control activities6,1.0
payment authorization,1.0
sampling plan,1.0
operating needs,1.0
duplicate payments,1.0
fast pay procedures,1.5
estimated costs,1.0
process payments,1.0
traditional payment,1.0
certifying officers,1.0
ongoing business relationship,1.5
disbursing officers,1.0
prompt payment,1.0
geographic dispersion,1.0
certifying officers,1.0
primarily responsible,1.0
payment process oversight,1.5
internal control,1.0
internal control,1.0
individual transactions,1.0
authorizing payment,1.0
agency management,1.0
internal control,1.0
transaction reviews,1.0
financial management systems,1.5
financial management systems,1.5
limited access,1.0
clear documentation,1.0
financial management systems requirements,2.0
JFMIP requirements documents,1.5
FinancialManagement Systems,1.0
internal control,1.0
Requirements series,1.0
financial management systems,1.5
timely recording,1.0
hard copy,1.0
support agency operations,1.5
basic responsibilities,1.0
systems requirements series,1.5
several factors,1.0
business processes,1.0
key controls,1.0
home page,1.0
organizational structure,1.0
disbursing officers,1.0
authorizing payments,1.0
appropriate separation,1.0
governing purchase authorization,1.5
Effective application,1.0
available technology,1.0
effective acquisition,1.0
payment authorization,1.0
invoice examination process,1.5
reasonable assurance,1.0
extensive automation,1.0
electronic data interchange,1.5
various comparisons,1.0
payment authorizations,1.0
hard copy records,1.5
prepayment examination,1.0
traditional practice,1.0
100percent manual,1.0
examination techniques,1.0
uniform examination procedures,1.5
manual invoice,1.0
automated payment,1.0
relatively simple,1.0
storage costs,1.0
diverse locations,1.0
copy documentation,1.0
available technology,1.0
automated system,1.0
computer terminals,1.0
repetitive nature,1.0
agencies today process,1.5
prepayment examination,1.0
reliable data processing,1.5
examination procedures,1.0
communications networks,1.0
enhancing access capabilities,1.5
proper application,1.0
disbursing officers,1.0
hard copy source records,2.0
payment authorization,1.0
audit trails,1.0
basic responsibilities,1.0
internal control,1.0
centralized location,1.0
online processing,1.0
enduser environment,1.0
Application control,1.0
sufficient knowledge,1.0
automated systems,1.0
application controls,1.0
data review,1.0
application control,1.0
particular person,1.0
electronic message,1.0
automated systems,1.0
general control,1.0
automated systems,1.0
Electronic Signatures,1.0
appropriate data manipulation,1.5
data entry,1.0
electronic symbols,1.0
data elements,1.0
electronic signatures,2.0
various levels,1.0
various controls,1.0
automated systems,1.0
large extent,1.0
information systems-mainframe,1.0
automated systems,1.0
data entry,1.0
electronic message,1.0
data authentication process,1.5
electronic signature,1.0
electronic message,1.0
Traditional user identification codes,2.0
electronic signatures,1.0
automated signature,1.0
application control,1.0
mentioned criteria,1.0
sole control,1.0
federal computer systems,1.5
establishing standards,1.0
certain circumstances,1.0
data integrity,1.0
StandardsforInternalControl intheFederalGovernment,1.0
unclassified information,1.0
payment certification,1.0
Automated approvals,1.0
payment approval,1.0
automated records,1.0
electronic data authentication systems,2.0
electronic signatures,1.0
guidance12 states,1.0
available technologies,1.0
automated systems,1.0
automated systems,1.0
standardized information,1.0
particular application,1.0
signature alternatives,1.0
including data interchange,1.5
automated techniques,1.0
manual reentry,1.0
data loss,1.0
relative total costs,1.5
electronic data exchange,1.5
manual processes,1.0
technological advances,1.0
payment process,1.0
major areas,1.0
payment process,1.0
technological changes,1.0
statistical sampling,1.0
regarding examination,1.0
electronic signatures,1.0
advancing technology,1.0
widespread application,1.0
acceptance function,1.0
payment authorization,1.0
acceptance data,1.0
multiple locations,1.0
including field offices,1.5
sea vessels,1.0
acceptance data,1.0
government employee,1.0
current payment systems,1.5
substantial impact,1.0
acceptance data,1.0
internet address,1.0
reconciling receipt data,1.5
electronic data,1.0
central locations,1.0
invoice examination,1.0
fueling dock,1.0
hard copy,1.0
receiving reports,1.0
problems agencies,1.0
prompt payment requirements,1.5
manual reconciliation procedures,1.5
automated techniques,1.0
guidance states,1.0
practicable tradeoff,1.0
process controls,1.0
electronic signatures,1.0
automated applications,1.0
aforementioned criteria,1.0
electronic data,1.0
sometimes difficult,1.0
identification codes,1.0
electronic data application,1.5
widespread use,1.0
electronic signatures,1.0
major move,1.0
examination process,1.0
100percent verification,1.0
payment authorization,1.0
electronic recording,1.0
late payment fees,1.5
receiving reports,1.0
electronic signature alternative,1.5
cost effectiveness,1.0
necessary data integrity,1.5
full automation,1.0
statistical sampling,1.0
subsequent alterations,1.0
system operations,1.0
signature verification process,1.5
data changes,1.0
technological advances,1.0
full automation,1.0
Statistical sampling,1.0
acceptance process,1.0
full automation,1.0
fast pay,1.0
invoice payment authorization,1.5
specific control mechanisms,1.5
automated environment,1.0
Payment Process,1.0
payment systems,1.0
